Oil: Inter-area movements 2013,,,,,,,,,,,,,,,
,,,,,,,,To,,,,,,,
,US,Canada,Mexico,S. & Cent. America,Europe,Former Soviet Union,Middle East,Africa,Australasia,China,Indoia,Japan,Singapore,Other Asia Pacific,Total
Middle East,2011.08767123,127.235596211,6.19738082192,132.600400653,2074.37105702,8.84221039727,0.0,334.475942129,155.346288743,3097.16770138,2509.26418307,3309.9110137,1075.87826077,4596.41005579,19438.7877619
North Africa,184.857534247,62.6564431223,0.0,92.9382823806,1496.81510766,2.90555359312,24.7060922782,0.0,20.5826250334,121.391233799,95.666681035,24.975437374,4.92665023945,74.2873093494,2206.70895011
West Africa,635.161643836,83.6764550582,0.0,287.079448418,1465.5306612,‡,0.0,0.0,118.019265746,1065.2180742,539.146789801,70.4371388598,17.4188099617,171.225327151,4452.93451836
East & Southern Africa,0.580821917808,‡,‡,2.02056890324,2.78043108008,‡,0.629253564438,0.0,‡,117.911393035,6.98376089603,10.8648772471,7.38682976932,2.53997119311,151.844584787
Australasia,1.6602739726,0.0,0.0,11.0959820629,1.60987265049,‡,‡,0.684993928277,0.0,66.2500865395,2.9764642402,40.2800547945,31.8983625315,137.194049973,293.656032403
China,6.73150684932,1.10791780822,0.0,94.0956801426,13.2126661627,9.8760266077,22.1352671155,23.3751327926,1.14865535848,0.0,11.7295319396,9.46956164384,89.4896583921,348.313853661,630.685458474
India,60.4191780822,2.17402739726,0.0,93.1050241523,172.563207406,‡,363.536932064,176.935182923,‡,13.2430493641,0.0,63.5693972603,149.199738002,140.640658836,1236.04259004
Japan,16.9890410959,‡,0.0,4.58106800518,4.61149845175,‡,0.990232228329,1.88169385581,73.7805351788,36.2462005291,0.857068493151,0.0,69.685020003,111.714686107,321.607738224
Singapore,14.5315068493,0.982493150685,0.0,7.24192043263,25.1027144404,‡,28.9912171404,60.4628251172,219.802634024,139.360439014,8.37731582732,2.4875890411,0.0,1189.37915326,1696.9113235
Other Asia Pacific,111.402739726,‡,0.819126027397,38.9338216484,84.5598370173,0.712569316411,24.1509581329,41.5352499535,397.36655763,525.245134527,92.9074095969,502.283445712,803.245139187,0.0,2623.16411329
Total imports,9792.25751328,780.870009641,603.240348597,2133.71756656,12637.27406,130.577382784,1075.64295771,1415.70073927,1033.45087902,6911.3133615,4094.07299271,4529.65197054,3016.98329627,7517.66315338,55672.4162313
,,,,,,,,,,,,,,,
†  Less than 0.05.,,,,,,,,,,,,,,,
‡  Less than 0.5.,,,,,,,,,,,,,,,
